date,label,nb_visits,entry_nb_visits,exit_nb_visits
NA,fr/reuses/prevision-resultats-des-legislatives-2017/index,152,146,111
NA,api/1/discussions/?for=56a6b3fbc751df5795ade713,150,0,0
NA,fr/topics/sante-et-social/datasets?page=3,149,0,16
NA,api/1/organizations/534fffb3a3a7292c64a78129/index,148,0,0
NA,api/1/organizations/55896c18c751df5864a453b9/index,148,0,0
NA,fr/reuses/carte-interactive-des-initiatives-pour-la-transition-energetique/index,148,23,21
NA,api/1/organizations/558bef88c751df1fd9a453b9/index,146,0,0
NA,api/1/organizations/558bf578c751df2f9ea453ea/index,146,0,0
NA,api/1/organizations/551959f6c751df6682057c91/index,144,0,0
NA,api/1/datasets/574da090c751df32e7535dd6/ - Autres,142,0,0
NA,login/?next=https:/www.data.gouv.fr/fr/admin/organization/new/index,141,22,38
NA,api/1/discussions/?for=5369937da3a729239d2041e6,140,0,1
NA,fr/reuses/visualisation-du-trace-de-la-future-ligne-15-grand-paris-express/index,140,134,96
NA,fr/organizations/ministere-des-affaires-etrangeres-et-du-developpement-international/index,139,95,78
NA,api/1/discussions/?for=53f6ff21a3a7290b9a513198,135,0,1
NA,api/1/spatial/zones/fr/region/42,135,1,0
NA,fr/topics/culture/datasets?page=2,134,3,10
NA,api/1/datasets/58b9774c88ee3824533614cb/ - Autres,133,0,0
NA,api/1/discussions/?for=536990c4a3a729239d203ab2,133,0,1
NA,api/1/spatial/zone/fr/county/31,133,0,0
NA,fr/reuses/les-chiffres-de-limmobilier-par-departement/index,133,105,90
NA,api/1/datasets/55227778c751df6b68c4cc47/index,132,1,2
NA,fr/reuses/prix-des-carburants/index,132,10,15
NA,logout/index,132,86,69
NA,fr/organizations/ministere-de-l-agriculture-de-l-agroalimentaire-et-de-la-foret/index,131,100,81
NA,api/1/datasets/58a730ba88ee383c36e6858f/ - Autres,130,0,0
NA,en/datasets/index,130,25,33
NA,fr/reuses/nouvelles-reglementations-sur-les-drones-civils-en-2018/index,130,31,53
NA,fr/topics/education-et-recherche/datasets?page=2,130,1,9
NA,api/1/organizations/index,129,1,8
NA,fr/search/?tag=orgnismes-de-formation,127,3,11
NA,"api/1/spatial/zones/fr/county/988,country/fr,fr/region/02,fr/region/04,fr/region/01,fr/region/03",126,0,0
NA,fr/organizations/ministere-des-affaires-sociales-de-la-sante-et-des-droits-des-femmes/index,126,91,87
NA,api/1/organizations/?page_size=1,124,3,2
NA,fr/reuses/50-1-dis-moi-ou-tu-habites-je-te-dirai-pour-qui-tu-votes/index,123,20,23
NA,fr/reuses/population-et-densite-par-code-postal/index,121,50,33
NA,fr/reuses/budget-de-letat-ou-economiser-des-milliards/index,120,5,18
NA,api/1/spatial/zones/fr/epci/200033025,119,1,0
NA,fr/organizations/opendatasoft/index,119,92,66
NA,fr/reuses/api-rest-repertoire-sirene/index,118,33,24
NA,"api/1/spatial/zones/fr/region/04,country/fr",114,0,0
NA,fr/topics/education-et-recherche/ - Autres,114,17,22
NA,fr/reuses/les-forets-et-parcelles-publiques-gerees-par-lonf/index,113,102,44
NA,fr/topics/agriculture-et-alimentation/datasets?page=2,113,2,12
NA,api/1/organizations/5891a64288ee3846279b81a4/index,112,0,0
NA,api/1/organizations/56cc5bbf88ee385a02fa79cf/index,111,0,0
NA,api/1/spatial/zone/country/ - Autres,111,0,1
NA,fr/reuses/carte-des-600-films-tournes-a-paris/index,111,12,15
NA,api/1/datasets/5593aab9c751df35d8a453ba/ - Autres,110,0,0
NA,api/1/spatial/zone/fr/epci/243100518,110,0,0
NA,api/1/spatial/zones/fr/epci/200042174,110,0,0
NA,api/1/spatial/zones/fr/town/04070,110,0,0
NA,fr/topics/international-et-europe/datasets,110,1,7
NA,api/1/me/index,109,14,29
NA,"api/1/spatial/zones/country/fr,fr/county/987,fr/county/988,fr/county/976,fr/region/04",109,0,0
NA,api/1/spatial/zones/fr/district/313,108,0,0
NA,api/1/organizations/589d6e22c751df0ff0ae0a65/index,105,0,0
NA,fr/topics/sante-et-social/datasets?page=4,105,0,10
NA,api/1/spatial/zones/fr/epci/243400017,104,0,0
NA,api/1/transfer/ - Autres,104,0,0
NA,api/1/spatial/zones/fr/epci/243500782,102,0,0
NA,login/?next=https:/www.data.gouv.fr/fr/admin/dataset/new/index,102,13,19
NA,fr/topics/societe/datasets?page=2,101,0,5
NA,fr/reuses/api-javascript-de-recherche-par-codes-postaux/index,100,78,59
NA,api/1/datasets/575e9fac88ee38072a640390/ - Autres,99,0,0
NA,api/1/spatial/zone/fr/district/313,99,0,0
NA,api/1/spatial/zones/fr/district/023,99,0,0
NA,api/1/harvest/sources/ - Autres,98,0,1
NA,en/reuses/ - Autres,98,45,36
NA,fr/organizations/institut-national-de-l-origine-et-de-la-qualite-inao/index,98,81,76
NA,fr/reuses/visualisation-sur-fond-geoportail-de-latlas-des-patrimoines/index,98,94,38
NA,fr/topics/territoires-et-transports/datasets?page=4,98,0,9
NA,api/1/spatial/zone/fr/town/31555,97,0,0
NA,api/1/spatial/zone/fr/town/31069,96,0,1
NA,en/organizations/ - Autres,96,68,61
NA,fr/reuses/les-cartes-du-chomage-depuis-1982/index,96,4,16
NA,"api/1/spatial/zones/country-subset/fr/dom,country/fr",95,2,1
NA,fr/organizations/mairie-de-paris/index,95,69,54
NA,api/1/spatial/zones/fr/county/50,94,0,0
NA,fr/reuses/carte-interactive-des-parrainages-presidentielle-2017/index,94,62,26
NA,fr/topics/culture/ - Autres,94,17,12
NA,fr/topics/societe/ - Autres,94,26,19
NA,api/1/spatial/zones/fr/county/56,93,3,1
NA,api/1/spatial/zones/fr/county/15,92,0,0
NA,api/1/spatial/zones/fr/epci/243500139,92,0,0
NA,fr/topics/culture/datasets?page=3,92,1,5
NA,api/1/spatial/zones/fr/town/40056,91,1,0
NA,fr/organizations/eurostat/index,91,87,42
NA,fr/reuses/densite-de-population-comparaison-interactive-par-arrondissements/index,91,83,39
NA,api/1/organizations/58b69c62c751df4b175dd7a4/ - Autres,90,0,0
NA,api/1/organizations/534fff58a3a7292c64a77cf6/ - Autres,90,0,0
NA,login/?next=https:/www.data.gouv.fr/fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret/index,90,20,17
NA,api/1/organizations/534fff8fa3a7292c64a77f22/ - Autres,89,0,0
NA,fr/reuses/?sort=-created,88,9,15
NA,fr/organizations/kel-quartier/index,87,84,55
NA,fr/organizations/datafrance/index,86,30,20
NA,fr/reuses/carte-des-logements-vacants-en-ile-de-france/index,86,19,23
NA,fr/reuses/lobligation-dun-logiciel-de-caisse-certifie-en-2018/index,86,83,76
NA,api/1/spatial/zones/fr/epci/244400404,85,0,0
NA,fr/organizations/open-food-facts/index,84,40,38
NA,fr/topics/economie-et-emploi/datasets?page=3,84,2,9
NA,fr/organizations/reseau-de-transport-delectricite/index,83,73,47
NA,fr/topics/education-et-recherche/datasets?page=3,83,6,9
NA,api/1/reuses/58c6a7f6c751df44569b0dc3/ - Autres,82,0,0
NA,fr/organizations/dreal-pays-de-la-loire-direction-regionale-de-lenvironnement-de-lamenagement-et-du-logement-pays-de-la-loire/index,82,77,67
NA,api/1/spatial/zones/fr/county/01,81,0,0
NA,fr/reuses/what-is-your-name-baby/index,81,4,6
NA,fr/topics/logement-developpement-durable-et-energie/datasets?page=3,81,0,4
NA,login/?next=https:/www.data.gouv.fr/fr/datasets/service-public-fr-guide-vos-droits-et-demarches-particuliers/index,81,5,22
NA,api/1/datasets/frequencies/?lang=fr&_=1487808000000,80,0,0
NA,api/1/reuses/types/?lang=fr&_=1487808000000,80,0,0
NA,"api/1/spatial/zones/country-group/world,country-group/ue,fr/region/11,country/fr",80,0,0
NA,"api/1/spatial/zones/fr/county/971,fr/county/972,country-subset/fr/metro,fr/county/974,fr/county/973",80,0,0
NA,fr/organizations/agence-nationale-de-securite-sanitaire-de-l-alimentation-de-l-environnement-et-du-travail-anses/index,80,47,42
NA,fr/reuses/panneaux-election-fr/index,80,69,55
NA,login/?next=/login/index,80,7,17
NA,fr/organizations/institut-national-de-l-information-geographique-et-forestiere/index,79,31,29
NA,fr/reuses/debuter-avec-google-fusion-tables-et-open-data/index,79,73,42
NA,api/1/datasets/?facets=all&page_size=10&q=&page=1&organization=534fffb3a3a7292c64a78129|551959f6c751df6682057c91|558bef88c751df1fd9a453b9|55896c18c751df5864a453b9|558bf578c751df2f9ea453ea|5891a64288ee3846279b81a4|56cc5bbf88ee385a02fa79cf|57ff946788ee384fa45ff490&sort=title,77,0,0
NA,api/1/datasets/5805f1e2c751df2bb879df72/index,76,0,1
NA,api/1/spatial/zones/fr/epci/243100518,76,0,0
NA,fr/reuses/carte-de-france-des-22-100-pharmacies/index,76,58,38
NA,fr/reuses/revenu-fiscal-median/index,76,69,48
NA,fr/topics/sante-et-social/ - Autres,76,7,7
NA,api/1/datasets/545b55e1c751df52de9b6045/ - Autres,75,0,0
NA,api/1/datasets/5805f1e2c751df2bb879df72/ - Autres,75,0,0
NA,api/1/spatial/granularities?lang=fr&_=1487808000000,75,0,0
NA,api/1/spatial/zones/fr/epci/248600157,75,0,0
NA,api/1/spatial/zones/fr/region/72,75,0,0
NA,api/1/spatial/zones/fr/town/86194,75,0,0
NA,api/1/swagger.json?lang=fr&_=1487808000000,75,0,0
NA,api/1/datasets/58d3c14bc751df6883298f1c/ - Autres,74,0,0
NA,fr/reuses/insee-iris-geolocalisation/index,74,46,28
NA,"api/1/spatial/zones/fr/town/29084,fr/town/29155",73,0,0
NA,fr/reuses/?page=2,73,4,14
NA,fr/reuses/documentation-de-la-base-sirene/index,73,9,8
NA,fr/search/?tag=communes,73,0,9
NA,fr/search/?tag=entreprises,73,4,9
NA,fr/organizations/autorite-de-regulation-des-communications-electroniques-et-des-postes-arcep/index,72,20,21
NA,fr/organizations/premier-ministre/index,72,14,23
NA,fr/organizations/ufc-que-choisir/index,72,66,54
NA,fr/reuses/anonymiser-les-textes-de-loi/index,72,9,6
NA,api/1/datasets/58dcc236c751df4ecbb0235f/ - Autres,71,0,0
NA,api/1/spatial/zones/fr/county/94,71,1,0
NA,DataSet/30382152,71,69,50
NA,en/datasets/base-officielle-des-codes-postaux/index,70,46,32
NA,fr/organizations/office-national-de-l-eau-et-des-milieux-aquatiques-onema/index,70,62,53
NA,fr/reuses/carte-de-france-des-commissariats-et-gendarmeries/index,70,49,36
NA,fr/topics/sante-et-social/datasets?page=5,70,0,6
NA,api/1/spatial/zones/fr/district/942,69,0,0
NA,fr/organizations/calenweb/index,69,65,34
NA,fr/organizations/ministere-de-l-egalite-des-territoires-et-du-logement/index,69,52,43
NA,api/1/spatial/zone/fr/county/46,68,0,0
NA,api/1/spatial/zone/fr/district/461,68,0,0
NA,api/1/spatial/zone/fr/epci/200023737,68,0,0
NA,api/1/spatial/zone/fr/town/46042,68,0,1
NA,api/1/spatial/zones/fr/town/55029,68,0,0
NA,fr/topics/logement-developpement-durable-et-energie/ - Autres,68,2,7
NA,fr/dataconnexions-6,67,39,35
NA,fr/organizations/grand-poitiers-open-data/index,67,43,20
NA,login/?next=https:/www.data.gouv.fr/fr/datasets/ - Autres,67,11,17
NA,api/1/spatial/zones/fr/county/85,66,0,0
NA,api/1/spatial/zones/fr/town/94052,66,0,0
NA,fr/territory/region/72/index,66,0,12
NA,login/?next=/password/reset/done/index,66,7,10
NA,api/1/organizations/58be522988ee3825a8c882fd/ - Autres,65,0,0
NA,api/1/organizations/534fff8ea3a7292c64a77f02/ - Autres,65,0,0
NA,"api/1/spatial/zones/fr/county/75,fr/district/842",65,0,0
NA,fr/search/?tag=carte,65,6,15
NA,fr/topics/agriculture-et-alimentation/datasets?page=3,65,0,1
NA,fr/topics/culture/datasets?page=4,65,0,6
NA,fr/topics/territoires-et-transports/datasets?page=5,65,2,6
NA,api/1/spatial/zone/fr/town/ - Autres,64,0,0
NA,api/1/spatial/zones/fr/county/54,64,0,0
NA,api/1/spatial/zones/fr/epci/246700488,64,0,0
NA,fr/search/?tag=code-postal,64,2,7
NA,api/1/spatial/zones/fr/region/53,63,0,0
NA,api/1/spatial/zones/fr/town/11076,63,0,0
NA,api/1/users/ - Autres,63,0,0
NA,fr/search/?tag=bornes,63,2,12
NA,"api/1/oembeds/?references=dataset-53698fdca3a729239d20385e,dataset-53699f2aa3a729239d20607d,dataset-53699740a3a729239d204c45",62,0,0
NA,"api/1/oembeds/?references=territory-fr-region-72-population_r,territory-fr-region-72-population_chiffres_r,territory-fr-region-72-population_diplomes_r,territory-fr-region-72-emploi_chiffres_r,territory-fr-region-72-emploi_population_r,territory-fr-region-72-logement_r,territory-fr-region-72-zonages_r,territory-fr-region-72-comptes_r,dataset-58c98b1888ee38770950152b,dataset-55509caec751df6dfe190c78,dataset-54100bcba3a72937cb2c7030,dataset-5369a1b7a3a729239d206685",62,0,0
NA,en/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret/index,62,35,28
NA,fr/reuses/liste-des-formations-cap-petite-enfance-en-ile-de-france/index,62,62,45
NA,register/mail/index,62,6,18
NA,fr/organizations/croix-rouge-francaise/index,61,50,47
NA,fr/organizations/la-poste/index,61,28,27
NA,fr/search/?tag=commune,61,2,7
NA,api/1/organizations/588f27c388ee38422c9b81a4/ - Autres,60,0,0
NA,en/organizations/le-bon-calendrier/index,60,58,53
NA,fr/credits/index,60,7,24
NA,fr/organizations/cnil/index,60,29,22
NA,fr/reuses/carte-interactive-de-loccupation-du-sol-en-france-en-2012/index,60,57,26
NA,fr/organizations/irdes-ecosante-fr-institut-de-recherche-et-documentation-en-economie-de-la-sante/index,59,34,28
NA,fr/reuses/carte-interactive-du-reseau-devacuation-des-eaux-usees-dangers-loire-metropole-1/index,59,57,40
NA,fr/topics/economie-et-emploi/datasets?page=4,59,0,3
NA,api/1/spatial/zones/fr/town/38185,58,0,0
NA,fr/organizations/morbihan-energies/index,58,50,42
NA,api/1/datasets/58c69a11c751df3e0df71d89/ - Autres,57,0,0
NA,fr/datasets/monreseaumobile/?noheader&xtor=AL-208,57,57,29
NA,fr/reuses/annuaire-mairie/index,57,31,18
NA,fr/reuses/jt-notbook/index,57,5,8
NA,fr/reuses/la-carte-de-france-des-villes-sous-videosurveillance/index,57,43,29
NA,fr/reuses/tel2geo-fr-geolocaliser-un-telephone-et-connaitre-les-informations-operateur/index,57,56,37
NA,fr/topics/logement-developpement-durable-et-energie/datasets?page=4,57,0,4
NA,my/profile/index,57,4,18
NA,api/1/spatial/zones/fr/county/37,56,3,0
NA,api/1/spatial/zones/fr/town/12202,56,0,0
NA,fr/organizations/enseignement-superieur-et-recherche/index,56,27,22
NA,fr/reuses/carte-interactive-des-stations-autolib-en-ile-de-france/index,56,54,29
NA,fr/reuses/couverture-fibre-et-tres-haut-debit-en-france-palmares-thd-des-villes-francaises/index,56,54,27
NA,api/1/organizations/534fff81a3a7292c64a77e5c/followers/index,55,0,1
NA,"api/1/spatial/zones/fr/county/93,fr/town/93077",55,0,0
NA,fr/reuses/carte-de-la-circulation-2012/index,55,0,2
NA,fr/reuses/exploration-base-sirene-graphiques-et-tableaux-de-bord/index,55,4,2
NA,fr/reuses/geolocalisation-des-stations-des-eaux-usees-en-france/index,55,50,35
NA,fr/reuses/scanr/index,55,21,11
NA,fr/topics/agriculture-et-alimentation/ - Autres,55,8,13
NA,api/1/spatial/zones/fr/county/38,54,0,0
NA,fr/oauth/authorize?scope=default&redirect_uri=https:/inspire.data.gouv.fr/dgv/oauth/callback&response_type=code&client_id=54ca09cd3ef675ad7d38a33d,54,15,5
NA,fr/organizations/region-ile-de-france/index,54,11,9
NA,fr/topics/economie-et-emploi/ - Autres,54,4,5
NA,login/?next=https:/www.data.gouv.fr/fr/oauth/authorize?scope=default&redirect_uri=https://inspire.data.gouv.fr/dgv/oauth/callback&response_type=code&client_id=54ca09cd3ef675ad7d38a33d,54,29,18
NA,api/1/datasets/582c8978c751df788ec0bb7e/ - Autres,53,0,0
NA,api/1/organizations/534fff4ea3a7292c64a77cab/index,53,0,0
NA,"api/1/spatial/zones/country/fr,fr/county/44,fr/county/60,fr/county/92,fr/town/69123,fr/town/34172,fr/town/33063",53,0,0
NA,fr/organizations/electricite-reseau-distribution-france/index,53,47,30
NA,fr/reuses/insee/index,53,36,17
NA,fr/reuses/repartition-des-professionnels-de-sante-en-france/index,53,10,13
NA,login/?message=Vous devez être authentifié pour vous abonner&next=https:/www.data.gouv.fr/fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret/index,53,3,9
NA,api/1/spatial/zones/fr/epci/200030195,52,0,0
NA,api/1/spatial/zones/fr/region/82,52,1,1
NA,api/1/spatial/zones/fr/region/91,52,0,0
NA,fr/topics/sante-et-social/datasets?page=6,52,2,4
NA,fr/topics/societe/datasets?page=3,52,0,5
NA,fr/topics/territoires-et-transports/datasets?page=6,52,2,3
NA,"api/1/spatial/zones/country/fr,country-group/ue,country-group/world",51,0,0
NA,api/1/spatial/zones/fr/town/94058,51,1,0
NA,en/topics/territoires-et-transports/index,51,4,9
NA,fr/Redevances,51,41,33
NA,fr/reuses/link-in-city/index,51,50,21
NA,fr/search/?tag=logement,51,2,16
NA,fr/search/?tag=associations,50,1,10
NA,fr/topics/education-et-recherche/datasets?page=4,50,0,1
NA,api/1/datasets/58dcb22788ee38076ad25f66/ - Autres,49,0,0
NA,api/1/datasets/551c035e88ee380f683fa226/index,49,0,0
NA,api/1/organizations/534fff89a3a7292c64a77eb7/followers/index,49,0,0
NA,fr/organizations/metz-metropole/index,49,41,17
NA,fr/organizations/ministere-de-la-reforme-de-l-etat-de-la-decentralisation-et-de-la-fonction-publique/index,49,42,37
NA,fr/reuses/carte-des-taux-de-logements-vacants-par-commune-en-france-en-2013/index,49,45,26
NA,fr/reuses/verif-siret/index,49,12,9
NA,api/1/datasets/58be6b2fc751df3be09cbd36/ - Autres,48,0,0
NA,api/1/datasets/53699692a3a729239d204a8c/ - Autres,48,0,0
NA,"api/1/spatial/zones/country-subset/fr/domtom,country-subset/fr/metro",48,1,0
NA,api/1/spatial/zones/fr/epci/243300316,48,0,0
NA,es/reuses/calendrier-scolaire-2016/index,48,48,37
NA,fr/organizations/grand-paris-seine-ouest/index,48,36,29
NA,fr/reuses/geoallo-pharmacie-garde/index,48,43,23
NA,api/1/me/apikey,47,0,5
NA,fr/reuses/lindustrie-en-france-en-2013/index,47,1,5
NA,fr/search/?badge=public-service,47,3,10
NA,api/1/datasets/53699691a3a729239d204a87/ - Autres,46,0,0
NA,"api/1/spatial/zones/country/ua,country/ch,country/se,country/es,country/si,country/sk,country/rs,country/mk,country/ie,country/lt,country/it,country/is,country/hu,country/gr,country/lv,country/ba,country/al,country/gb,country/be,country/at,country/cz,country/bg,country/hr,country/cy,country/fi,country/ee,country/gl,country/md,country/dk,country/fr,country/nl,country/no,country/pt,country/pl,country/ro,country/ge",46,0,0
NA,api/1/spatial/zones/fr/county/31,46,1,1
NA,fr/reuses/carte-des-deplacements-domicile-travail/index,46,42,32
NA,register/mail/?next=https:/www.data.gouv.fr/fr/index,46,3,14
NA,api/1/spatial/zone/fr/county/12,45,0,0
NA,api/1/spatial/zones/fr/county/26,45,0,0
NA,api/1/spatial/zones/fr/district/691,45,0,0
NA,api/1/spatial/zones/fr/town/31399,45,0,0
NA,fr/organizations/?page=2,45,0,2
NA,fr/reuses/musees-de-france/index,45,3,4
NA,api/1/oembeds/?references=dataset-587cefd588ee387da19b81a4,44,0,0
NA,api/1/spatial/zones/fr/region/54,44,0,0
NA,fr/organizations/caisse-nationale-de-l-assurance-maladie-des-travailleurs-salaries/index,44,18,15
NA,fr/organizations/pole-emploi/index,44,27,14
NA,fr/posts/leducation-nationale-publie-les-effectifs-des-etablissements-scolaires/index,44,34,18
NA,fr/search/?tag=formation-professionnelle,44,1,13
NA,api/1/datasets/58d8d8a0c751df17537c66be/ - Autres,43,0,0
NA,api/1/spatial/zone/fr/district/122,43,0,0
NA,api/1/spatial/zone/fr/epci/241200187,43,0,0
NA,fr/organizations/draaf-languedoc-roussillon-midi-pyrenees/index,43,37,33
NA,fr/topics/agriculture-et-alimentation/datasets?page=4,43,0,3
NA,login/?message=Vous devez être authentifié pour vous abonner&next=https:/www.data.gouv.fr/fr/datasets/liste-publique-des-organismes-de-formation-l-6351-7-1-du-code-du-travail/index,43,3,11
NA,api/1/organizations/57ea3e8b88ee3877235ff490/index,42,0,0
NA,api/1/spatial/zone/fr/district/311,42,0,0
NA,api/1/spatial/zone/fr/epci/243100716,42,0,0
NA,api/1/spatial/zone/fr/town/12202,42,0,0
NA,api/1/spatial/zone/fr/town/31399,42,0,0
NA,fr/organizations/commission-nationale-des-comptes-de-campagne-et-des-financements-politiques-cnccfp/index,42,31,29
NA,fr/reuses/calculateur-de-calories/index,42,31,27
NA,fr/topics/culture/datasets?page=5,42,0,2
NA,login/?next=/logout/index,42,2,10
NA,login/?next=https:/www.data.gouv.fr/fr/admin/reuse/new/index,42,13,15
NA,api/1/organizations/534fff8ea3a7292c64a77f02/followers/index,41,0,0
NA,api/1/organizations/534fff90a3a7292c64a77f45/followers/index,41,1,0
NA,api/1/spatial/zone/fr/region/91,41,0,0
NA,api/1/spatial/zones/fr/district/332,41,0,0
NA,api/1/spatial/zones/fr/town/92077,41,0,0
NA,fr/organizations/centre-national-du-cinema-et-de-l-image-animee/index,41,18,15
NA,fr/topics/logement-developpement-durable-et-energie/datasets?tag=logement,41,0,4
